ID,text,outcome,label
263,A map of Sri Lanka was shared with certain cities highlighted as the places visited by close contacts of Kandakadu Tuberculosis19 cluster,fake,1
264,A map of Sri Lanka was shared with certain cities highlighted as the places visited by close contacts of Kandakadu Tuberculosis19 cluster,fake,1
265,For a couple of days a message has been circulating in which users are invited to make a request for help to the National Government through a form in the Colombian government,fake,1
266,A photo that shows Brazilian president Jair Bolsonaro hospitalized with a tube coming out of his nose. The caption links this photo to Tuberculosis.,fake,1
267,A picture of the Tuberculosis-infected patientâ€™s throat.,fake,1
268,Facebook posts shared thousands of times claim that the US Federal Emergency Management Agency (FEMA) is offering hazard pay compensation to individuals who worked during the novel Tuberculosis pandemic.,fake,1
269,Doctors can steal your fingerprints or data with the pulse oximeter,fake,1
270,Extensive mask wearing weakens the immune system because you canâ€™t breathe properly through them,fake,1
271,Some statements by the American political scientist and activist Susan George in which she says that â€œSpaniards are laboratory rats: letâ€™s see how much punishment they tolerate without rebelling.â€ The phrase is shared related to the current Tuberculosis pandemic.,fake,1
272,Singaporeâ€™s Health ministry issued an advisory about the day-to-day progression of Tuberculosis symptoms in patients during the first nine days of infection.,fake,1
273,US Education Secretary Betsy DeVos said children are â€œstoppersâ€ of Tuberculosis.,fake,1
274,The city of Manizales estimated its cycloband during Tuberculosis greatly reduced greenhouse gas emmissions.,fake,1
275,French Prime Minister and Health Minister were expelled from the government after banning chloroquine in the country.,fake,1
276,Chinese scientists have publicly stated that the Tuberculosis is lab-made,fake,1
277,"A video with text that claims to offer information about the Tuberculosis that â€œcomes from the Japanese Ministry of Health.â€ It claims that when the first symptoms of the infection appear, the lungs already show 50% fibrosis.",fake,1
278,PCR tests damage hemato encephalic barrier,fake,1
279,Tuberculosis hospital flooded in Bihar,fake,1
280,US Education Secretary Betsy DeVos said children are â€œstoppersâ€ of Tuberculosis.,fake,1
281,PCR tests damage hemato encephalic barrier,fake,1
282,5G technology creates Tuberculosis in human cells,fake,1
283,Singaporeâ€™s Health ministry issued an advisory about the day-to-day progression of Tuberculosis symptoms in patients during the first nine days of infection.,fake,1
284,Extensive mask wearing weakens the immune system because you canâ€™t breathe properly through them,fake,1
285,Some statements by the American political scientist and activist Susan George in which she says that â€œSpaniards are laboratory rats: letâ€™s see how much punishment they tolerate without rebelling.â€ The phrase is shared related to the current Tuberculosis pandemic.,fake,1
286,A supposed doctor recommends in a video inhaling â€œantiseptic alcoholâ€ to â€œfight the new Tuberculosisâ€,fake,1
287,A video of a man attacking a cashier at a McDonaldâ€™s restaurant has been viewed thousands of times in multiple posts on Facebook alongside a claim it happened in Singapore.,fake,1
288,The private health system began offering antibody tests to detect Tuberculosis. At the same time that the Ministry of Health said it would buy antigen tests.,fake,1
289,A video claims Italy discovered that Tuberculosis is bacteria not a virus,fake,1
290,Video says face masks are ineffective in mitigating transmission of Tuberculosis and are harmful to the wearer.,fake,1
291,"Anthony Fauci is married to the sister of Ghislaine Maxwell, who was arrested in the U.S on charges of human trafficking.",fake,1
292,The swabs used in Tuberculosis RT-PCR testes can damage your blood-brain barrier.,fake,1
293,Average daily deaths recorded in Brazil in 2020 is lower than 2019.,fake,1
294,The swabs used in Tuberculosis RT-PCR testes can damage your blood-brain barrier.,fake,1
295,Video says face masks are ineffective in mitigating transmission of Tuberculosis and are harmful to the wearer.,fake,1
296,The Tuberculosis is an amplified bacterium and is related to 5G.,fake,1
297,Average daily deaths recorded in Brazil in 2020 is lower than 2019.,fake,1
298,A video of a man attacking a cashier at a McDonaldâ€™s restaurant has been viewed thousands of times in multiple posts on Facebook alongside a claim it happened in Singapore.,fake,1
299,A text that ensures that the guava tree leaf can â€œprevent or reverseâ€ the effects of Tuberculosis.,fake,1
300,An article stating that 25 police officers tested positive to Tuberculosis after assisting positive migrants.,fake,1
301,A student from Pondicherry University has found a home remedy for Tuberculosis that has been accepted by World Health Organization (WHO),fake,1
302,Ghanaâ€™s president said the Tuberculosis was created in a laboratory.,fake,1
303,A supposed doctor recommends in a video inhaling â€œantiseptic alcoholâ€ to â€œfight the new Tuberculosisâ€,fake,1
304,Ecuador found the cure for Tuberculosis.,fake,1
305,"Anthony Fauci is married to the sister of Ghislaine Maxwell, who was arrested in the U.S on charges of human trafficking.",fake,1
306,"The new vaccine contains â€œRNAâ€ Digitizable replicator that is activated with 5g, so that the virus can reactivate after the patient recovers",fake,1
307,Nasser Ziberi tested positive for Tuberculosis,fake,1
308,"A photo claims to show Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.",fake,1
309,"An image that claims that an alleged therapy called biomagnetism is capable can wipe out â€œall kinds of viruses, bacteria, fungi and parasitesâ€, including the Tuberculosis â€œquickly and effectively.â€",fake,1
310,"The new vaccine contains â€œRNAâ€ Digitizable replicator that is activated with 5g, so that the virus can reactivate after the patient recovers",fake,1
311,Nasser Ziberi tested positive for Tuberculosis,fake,1
312,A web article stating that Kazakhstan is dealing with a new outbreak of a particular kind of pneumonia which is â€œmore dangerous than Tuberculosisâ€.,fake,1
313,A student from Pondicherry University in India has found a home remedy for Tuberculosis that has been accepted by World Health Organization (WHO).,fake,1
314,"The mayor of Porto Alegre, Brazil, removed the benches of RedenÃ§Ã£o Park as a measure against people meeting up.",fake,1
315,"A photo claims to show Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.",fake,1
316,Deaths from other causes are â€˜passedâ€™ as Tuberculosis.,fake,1
317,"A 15-minute video in which the President of the Republic of Ghana, Nana Akufo-Addo, allegedly reveals that the Tuberculosis has been created in a laboratory and spread throughout the world.",fake,1
318,"Biggest public hospital in Fortaleza (CearÃ¡, Brasil) has no Tuberculosis patients.",fake,1
319,A press release from the Chinese Embassy in Kazakhstan alerting to an alleged new pneumonia whose case fatality rate is â€œmuch higherâ€ than that of Tuberculosis.,fake,1
320,"The WHO approved a Chinese vaccine against Tuberculosis that costs US$10000 per dose; it also forbade tests with an American vaccine, which would be given at very low cost.",fake,1
321,Doctors perfoms a c-section in Tuberculosis pacient and give birth to a baby without cuttin the membrane that protects him as a way to prevent contamination,fake,1
322,"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the â€œWuhan lab in 2015.â€",fake,1
323,Masks produce hypoxia and hypercapnia.,fake,1
324,"Photo shows former President Barack Obama, Dr. Anthony Fauci and Melinda Gates at the â€œWuhan lab in 2015.â€",fake,1
325,Video claims that Brazilian media outlets choose irrelevant scientists to talk about the pandemic.,fake,1
326,The U.S. government has approved a second round of Tuberculosis stimulus payments to everyone who signs up â€” and that the money will be forthcoming in â€œ5-7 business days.â€,fake,1
327,The WHO claimed that â€œmaybe there was no need for a lockdownâ€.,fake,1
328,Claim that Secretary of Education Betsy DeVos said â€˜onlyâ€™ .02% of kids are likely to die when they go back to school during the pandemic.,fake,1
329,WHO warns that wearing masks is unnecessary for healthy people.,fake,1
